experiment,method,condition,metric,value,units
pyramid,laplacian_reconstruction,test_pattern_gray.png_levels6,mean_abs_error,1.365462964919572e-09,intensity
pyramid,reconstruction_without_L0,color_scene.png_levels4,max_abs_error,0.4631280601024627,intensity
pyramid,reconstruction_without_L0,color_scene.png_levels4,mean_abs_error,0.0125098824501037,intensity
pyramid,reconstruction_without_L0,color_scene.png_levels4,psnr,28.83316614752612,dB
pyramid,reconstruction_without_L0,color_scene.png_levels4,ssim,0.9419245719909668,index
pyramid,laplacian_band_energy,color_scene.png_level0,rms,0.0361694321036338,intensity
pyramid,laplacian_band_energy,color_scene.png_level1,rms,0.0390227623283863,intensity
pyramid,laplacian_band_energy,color_scene.png_level2,rms,0.034659206867218,intensity
pyramid,laplacian_band_energy,color_scene.png_level3,rms,0.4309822618961334,intensity
blending,direct_blend,blend3_hard_vertical,seam_band_gradient,0.0262612025803391,intensity/px
blending,direct_blend,blend3_hard_vertical,seam_band_gradient_ratio_vs_sources,2.759486436699884,ratio
blending,direct_blend,blend3_hard_vertical,seam_band_fraction,0.0207792207792207,fraction
blending,laplacian_blend_levels5,blend3_hard_vertical,seam_band_gradient,0.0109357200169766,intensity/px
blending,laplacian_blend_levels5,blend3_hard_vertical,seam_band_gradient_ratio_vs_sources,1.1491084983665918,ratio
blending,laplacian_blend_levels5,blend3_hard_vertical,seam_band_fraction,0.0207792207792207,fraction
blending,laplacian_blend_levels1,blend3_hard_vertical,seam_band_gradient,0.0262612025803391,intensity/px
blending,laplacian_blend_levels1,blend3_hard_vertical,seam_band_gradient_ratio_vs_sources,2.759486436699884,ratio
blending,laplacian_blend_levels2,blend3_hard_vertical,seam_band_gradient,0.0227787373460383,intensity/px
blending,laplacian_blend_levels2,blend3_hard_vertical,seam_band_gradient_ratio_vs_sources,2.393554391092553,ratio
blending,laplacian_blend_levels3,blend3_hard_vertical,seam_band_gradient,0.0181752495910238,intensity/px
blending,laplacian_blend_levels3,blend3_hard_vertical,seam_band_gradient_ratio_vs_sources,1.9098270376854072,ratio
blending,laplacian_blend_levels7,blend3_hard_vertical,seam_band_gradient,0.0098430685155273,intensity/px
blending,laplacian_blend_levels7,blend3_hard_vertical,seam_band_gradient_ratio_vs_sources,1.0342943732683627,ratio
blending,direct_blend,blend4_hard_circular,seam_band_gradient,0.031691319902344,intensity/px
blending,direct_blend,blend4_hard_circular,seam_band_gradient_ratio_vs_sources,2.651542166007751,ratio
blending,direct_blend,blend4_hard_circular,seam_band_fraction,0.0455606650159179,fraction
blending,laplacian_blend_levels5,blend4_hard_circular,seam_band_gradient,0.012786997135613,intensity/px
blending,laplacian_blend_levels5,blend4_hard_circular,seam_band_gradient_ratio_vs_sources,1.069859576255469,ratio
blending,laplacian_blend_levels5,blend4_hard_circular,seam_band_fraction,0.0455606650159179,fraction
blending,laplacian_blend_levels1,blend4_hard_circular,seam_band_gradient,0.031691319902344,intensity/px
blending,laplacian_blend_levels1,blend4_hard_circular,seam_band_gradient_ratio_vs_sources,2.651542166007751,ratio
blending,laplacian_blend_levels2,blend4_hard_circular,seam_band_gradient,0.0253594670677653,intensity/px
blending,laplacian_blend_levels2,blend4_hard_circular,seam_band_gradient_ratio_vs_sources,2.1217701391064847,ratio
blending,laplacian_blend_levels3,blend4_hard_circular,seam_band_gradient,0.0205578619073238,intensity/px
blending,laplacian_blend_levels3,blend4_hard_circular,seam_band_gradient_ratio_vs_sources,1.7200305275452392,ratio
blending,laplacian_blend_levels7,blend4_hard_circular,seam_band_gradient,0.0119161081165116,intensity/px
blending,laplacian_blend_levels7,blend4_hard_circular,seam_band_gradient_ratio_vs_sources,0.996994231322654,ratio
blending,direct_blend,blend2_diagonal,seam_band_gradient,0.0135132988897313,intensity/px
blending,direct_blend,blend2_diagonal,seam_band_gradient_ratio_vs_sources,1.080969186837455,ratio
blending,direct_blend,blend2_diagonal,seam_band_fraction,0.3229369851937945,fraction
blending,laplacian_blend_levels5,blend2_diagonal,seam_band_gradient,0.0132538204531879,intensity/px
blending,laplacian_blend_levels5,blend2_diagonal,seam_band_gradient_ratio_vs_sources,1.0602127307832356,ratio
blending,laplacian_blend_levels5,blend2_diagonal,seam_band_fraction,0.3229369851937945,fraction
blending,laplacian_blend_levels1,blend2_diagonal,seam_band_gradient,0.0135132988897313,intensity/px
blending,laplacian_blend_levels1,blend2_diagonal,seam_band_gradient_ratio_vs_sources,1.080969186837455,ratio
blending,laplacian_blend_levels2,blend2_diagonal,seam_band_gradient,0.0134831872839913,intensity/px
blending,laplacian_blend_levels2,blend2_diagonal,seam_band_gradient_ratio_vs_sources,1.0785604694519555,ratio
blending,laplacian_blend_levels3,blend2_diagonal,seam_band_gradient,0.0134386036079782,intensity/px
blending,laplacian_blend_levels3,blend2_diagonal,seam_band_gradient_ratio_vs_sources,1.0749940878896644,ratio
blending,laplacian_blend_levels7,blend2_diagonal,seam_band_gradient,0.0131513627278845,intensity/px
blending,laplacian_blend_levels7,blend2_diagonal,seam_band_gradient_ratio_vs_sources,1.0520168309581694,ratio
blending,direct_blend,blend3_mask_shifted40px,seam_band_gradient,0.0292654214701083,intensity/px
blending,direct_blend,blend3_mask_shifted40px,seam_band_gradient_ratio_vs_sources,3.119005894862379,ratio
blending,direct_blend,blend3_mask_shifted40px,seam_band_fraction,0.0207792207792207,fraction
blending,laplacian_blend_levels5,blend3_mask_shifted40px,seam_band_gradient,0.0109073172854819,intensity/px
blending,laplacian_blend_levels5,blend3_mask_shifted40px,seam_band_gradient_ratio_vs_sources,1.16246359018955,ratio
blending,laplacian_blend_levels5,blend3_mask_shifted40px,seam_band_fraction,0.0207792207792207,fraction
failure,sharpen_halo,failure_amount6.0_sigma2.0,overshoot_fraction,0.3231864024983361,fraction
failure,sharpen_halo,failure_amount6.0_sigma2.0,max_value,3.7352213859558105,intensity
failure,sharpen_halo,failure_amount6.0_sigma2.0,min_value,-3.140085935592652,intensity
failure,sharpen_halo,failure_amount6.0_sigma2.0,halo_amplitude,3.140085935592652,intensity
failure,sharpen_halo,failure_amount6.0_sigma2.0,edge_energy_ratio,6.642693762397875,ratio
failure,sharpen_halo,failure_amount6.0_sigma2.0,ssim_vs_original,0.8565498289216174,index
failure,sharpen_halo,mitigated_amount1.0_sigma1.0,overshoot_fraction,0.1650232939128654,fraction
failure,sharpen_halo,mitigated_amount1.0_sigma1.0,max_value,1.2023069858551023,intensity
failure,sharpen_halo,mitigated_amount1.0_sigma1.0,min_value,-0.2855920195579529,intensity
failure,sharpen_halo,mitigated_amount1.0_sigma1.0,halo_amplitude,0.2855920195579529,intensity
failure,sharpen_halo,mitigated_amount1.0_sigma1.0,edge_energy_ratio,1.5580979842907388,ratio
failure,sharpen_halo,mitigated_amount1.0_sigma1.0,ssim_vs_original,0.9671643810973556,index
failure,sharpen_halo,mitigated_clamped_amount6.0_sigma2.0,overshoot_fraction,0.0,fraction
failure,sharpen_halo,mitigated_clamped_amount6.0_sigma2.0,max_value,0.901960790157318,intensity
failure,sharpen_halo,mitigated_clamped_amount6.0_sigma2.0,min_value,0.1019607856869697,intensity
failure,sharpen_halo,mitigated_clamped_amount6.0_sigma2.0,halo_amplitude,0.0,intensity
failure,sharpen_halo,mitigated_clamped_amount6.0_sigma2.0,edge_energy_ratio,1.043217492266119,ratio
failure,sharpen_halo,mitigated_clamped_amount6.0_sigma2.0,ssim_vs_original,0.966233635613086,index
failure,median_detail_loss,noisy_input_impulse_p0.07,psnr,16.11409374632343,dB
failure,median_detail_loss,noisy_input_impulse_p0.07,ssim,0.3783085754439122,index
failure,median_detail_loss,noisy_input_impulse_p0.07,rmse,0.1564210917276623,intensity
failure,median_detail_loss,noisy_input_impulse_p0.07,edge_energy_ratio_vs_clean,1.82789109678818,ratio
failure,median_detail_loss,failure_median_k7,psnr,11.32968356968243,dB
failure,median_detail_loss,failure_median_k7,ssim,0.6649790380594995,index
failure,median_detail_loss,failure_median_k7,rmse,0.2713412501016582,intensity
failure,median_detail_loss,failure_median_k7,edge_energy_ratio_vs_clean,0.8956579627140948,ratio
failure,median_detail_loss,mitigated_median_k3,psnr,25.162563333786984,dB
failure,median_detail_loss,mitigated_median_k3,ssim,0.9798214472179768,index
failure,median_detail_loss,mitigated_median_k3,rmse,0.0551914537146887,intensity
failure,median_detail_loss,mitigated_median_k3,edge_energy_ratio_vs_clean,0.9918289058309244,ratio
failure,median_detail_loss,mitigated_switching_median_k3,psnr,30.8517500325797,dB
failure,median_detail_loss,mitigated_switching_median_k3,ssim,0.9944701554891248,index
failure,median_detail_loss,mitigated_switching_median_k3,rmse,0.0286689969459057,intensity
failure,median_detail_loss,mitigated_switching_median_k3,edge_energy_ratio_vs_clean,1.0026745729352802,ratio
failure,median_detail_loss,mitigated_switching_median_k3,replaced_fraction,0.0711821020836533,fraction
extension,spatial_gaussian_manual,difficult_high_frequency_sigma3.0,max_abs_error_vs_spatial_baseline,0.0,intensity
extension,spatial_gaussian_manual,difficult_high_frequency_sigma3.0,mean_abs_error_vs_spatial_baseline,0.0,intensity
extension,spatial_gaussian_manual,difficult_high_frequency_sigma3.0,overshoot_fraction,0.0,fraction
extension,spatial_gaussian_manual,difficult_high_frequency_sigma3.0,ringing_max_abs_overshoot,0.0,intensity
extension,spatial_gaussian_manual,difficult_high_frequency_sigma3.0,runtime,0.013327198000069984,s
extension,spatial_gaussian_manual,difficult_high_frequency_sigma3.0,edge_energy_ratio,0.1239156812313834,ratio
extension,fft_gaussian_kernel,difficult_high_frequency_sigma3.0,max_abs_error_vs_spatial_baseline,7.152557373046875e-07,intensity
extension,fft_gaussian_kernel,difficult_high_frequency_sigma3.0,mean_abs_error_vs_spatial_baseline,1.2919817038437031e-07,intensity
extension,fft_gaussian_kernel,difficult_high_frequency_sigma3.0,overshoot_fraction,0.0,fraction
extension,fft_gaussian_kernel,difficult_high_frequency_sigma3.0,ringing_max_abs_overshoot,0.0,intensity
extension,fft_gaussian_kernel,difficult_high_frequency_sigma3.0,runtime,0.003966199999922537,s
extension,fft_gaussian_kernel,difficult_high_frequency_sigma3.0,edge_energy_ratio,0.12391564244917472,ratio
extension,fft_gaussian_analytic,difficult_high_frequency_sigma3.0,max_abs_error_vs_spatial_baseline,0.0008282959461212158,intensity
extension,fft_gaussian_analytic,difficult_high_frequency_sigma3.0,mean_abs_error_vs_spatial_baseline,0.0001264547317987308,intensity
extension,fft_gaussian_analytic,difficult_high_frequency_sigma3.0,overshoot_fraction,0.0,fraction
extension,fft_gaussian_analytic,difficult_high_frequency_sigma3.0,ringing_max_abs_overshoot,0.0,intensity
extension,fft_gaussian_analytic,difficult_high_frequency_sigma3.0,runtime,0.003295599000011862,s
extension,fft_gaussian_analytic,difficult_high_frequency_sigma3.0,edge_energy_ratio,0.12380497609859747,ratio
extension,fft_ideal_lowpass,difficult_high_frequency_sigma3.0,max_abs_error_vs_spatial_baseline,0.14572292566299438,intensity
extension,fft_ideal_lowpass,difficult_high_frequency_sigma3.0,mean_abs_error_vs_spatial_baseline,0.016952769830822945,intensity
extension,fft_ideal_lowpass,difficult_high_frequency_sigma3.0,overshoot_fraction,0.0037195250702486723,fraction
extension,fft_ideal_lowpass,difficult_high_frequency_sigma3.0,ringing_max_abs_overshoot,0.048362016677856445,intensity
extension,fft_ideal_lowpass,difficult_high_frequency_sigma3.0,runtime,0.004323499000065567,s
extension,fft_ideal_lowpass,difficult_high_frequency_sigma3.0,edge_energy_ratio,0.1445255571264237,ratio
extension,fft_butterworth_n2,difficult_high_frequency_sigma3.0,max_abs_error_vs_spatial_baseline,0.06252408027648926,intensity
extension,fft_butterworth_n2,difficult_high_frequency_sigma3.0,mean_abs_error_vs_spatial_baseline,0.005600500851869583,intensity
extension,fft_butterworth_n2,difficult_high_frequency_sigma3.0,overshoot_fraction,0.0,fraction
extension,fft_butterworth_n2,difficult_high_frequency_sigma3.0,ringing_max_abs_overshoot,0.0,intensity
extension,fft_butterworth_n2,difficult_high_frequency_sigma3.0,runtime,0.004286900000010974,s
extension,fft_butterworth_n2,difficult_high_frequency_sigma3.0,edge_energy_ratio,0.11419995817303576,ratio
